#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  5141   0.88131429E+04   0.1678215771483E-01   0.1570175301045E-04   0.1676645596182E-01
  5142   0.88148571E+04   0.1677946395718E-01   0.1569884394539E-04   0.1676376511323E-01
  5143   0.88165714E+04   0.1677677112892E-01   0.1569593598339E-04   0.1676107519294E-01
  5144   0.88182857E+04   0.1677407922957E-01   0.1569302912382E-04   0.1675838620045E-01
  5145   0.88200000E+04   0.1677138825862E-01   0.1569012336605E-04   0.1675569813525E-01
  5146   0.88217143E+04   0.1676869821559E-01   0.1568721870946E-04   0.1675301099688E-01
  5147   0.88234286E+04   0.1676600909998E-01   0.1568431515341E-04   0.1675032478482E-01
  5148   0.88251429E+04   0.1676332091130E-01   0.1568141269727E-04   0.1674763949860E-01
  5149   0.88268571E+04   0.1676063364906E-01   0.1567851134041E-04   0.1674495513772E-01
  5150   0.88285714E+04   0.1675794731277E-01   0.1567561108220E-04   0.1674227170169E-01
  5151   0.88302857E+04   0.1675526190194E-01   0.1567271192202E-04   0.1673958919002E-01
  5152   0.88320000E+04   0.1675257741608E-01   0.1566981385922E-04   0.1673690760222E-01
  5153   0.88337143E+04   0.1674989385470E-01   0.1566691689319E-04   0.1673422693781E-01
  5154   0.88354286E+04   0.1674721121731E-01   0.1566402102330E-04   0.1673154719629E-01
  5155   0.88371429E+04   0.1674452950342E-01   0.1566112624891E-04   0.1672886837718E-01
  5156   0.88388571E+04   0.1674184871255E-01   0.1565823256942E-04   0.1672619047998E-01
  5157   0.88405714E+04   0.1673916884420E-01   0.1565533998418E-04   0.1672351350421E-01
  5158   0.88422857E+04   0.1673648989788E-01   0.1565244849257E-04   0.1672083744939E-01
  5159   0.88440000E+04   0.1673381187312E-01   0.1564955809397E-04   0.1671816231503E-01
  5160   0.88457143E+04   0.1673113476942E-01   0.1564666878774E-04   0.1671548810063E-01
  5161   0.88474286E+04   0.1672845845877E-01   0.1564378057328E-04   0.1671281467819E-01
  5162   0.88491429E+04   0.1672578319565E-01   0.1564089344995E-04   0.1671014230220E-01
  5163   0.88508571E+04   0.1672310885212E-01   0.1563800741714E-04   0.1670747084471E-01
  5164   0.88525714E+04   0.1672043542772E-01   0.1563512247421E-04   0.1670480030525E-01
  5165   0.88542857E+04   0.1671776292195E-01   0.1563223862054E-04   0.1670213068333E-01
  5166   0.88560000E+04   0.1671509133432E-01   0.1562935585552E-04   0.1669946197846E-01
  5167   0.88577143E+04   0.1671242066435E-01   0.1562647417852E-04   0.1669679419017E-01
  5168   0.88594286E+04   0.1670975091156E-01   0.1562359358892E-04   0.1669412731797E-01
  5169   0.88611429E+04   0.1670708207546E-01   0.1562071408611E-04   0.1669146136137E-01
  5170   0.88628571E+04   0.1670441415557E-01   0.1561783566946E-04   0.1668879631990E-01
  5171   0.88645714E+04   0.1670174715140E-01   0.1561495833834E-04   0.1668613219306E-01
  5172   0.88662857E+04   0.1669908106248E-01   0.1561208209216E-04   0.1668346898039E-01
  5173   0.88680000E+04   0.1669641588831E-01   0.1560920693027E-04   0.1668080668138E-01
  5174   0.88697143E+04   0.1669375162842E-01   0.1560633285207E-04   0.1667814529557E-01
  5175   0.88714286E+04   0.1669108828233E-01   0.1560345985694E-04   0.1667548482247E-01
  5176   0.88731429E+04   0.1668842584955E-01   0.1560058794426E-04   0.1667282526161E-01
  5177   0.88748571E+04   0.1668576432960E-01   0.1559771711341E-04   0.1667016661249E-01
  5178   0.88765714E+04   0.1668310372200E-01   0.1559484736379E-04   0.1666750887464E-01
  5179   0.88782857E+04   0.1668044402627E-01   0.1559197869477E-04   0.1666485204758E-01
  5180   0.88800000E+04   0.1667778524193E-01   0.1558911110573E-04   0.1666219613082E-01
  5181   0.88817143E+04   0.1667512736850E-01   0.1558624459607E-04   0.1665954112390E-01
  5182   0.88834286E+04   0.1667247040550E-01   0.1558337916517E-04   0.1665688702633E-01
  5183   0.88851429E+04   0.1666981435244E-01   0.1558051481241E-04   0.1665423383763E-01
  5184   0.88868571E+04   0.1666715920886E-01   0.1557765153718E-04   0.1665158155733E-01
  5185   0.88885714E+04   0.1666450497428E-01   0.1557478933888E-04   0.1664893018494E-01
  5186   0.88902857E+04   0.1666185164820E-01   0.1557192821687E-04   0.1664627971999E-01
  5187   0.88920000E+04   0.1665919923017E-01   0.1556906817057E-04   0.1664363016200E-01
  5188   0.88937143E+04   0.1665654771969E-01   0.1556620919934E-04   0.1664098151049E-01
  5189   0.88954286E+04   0.1665389711629E-01   0.1556335130259E-04   0.1663833376499E-01
  5190   0.88971429E+04   0.1665124741950E-01   0.1556049447970E-04   0.1663568692502E-01
  5191   0.88988571E+04   0.1664859862883E-01   0.1555763873006E-04   0.1663304099010E-01
  5192   0.89005714E+04   0.1664595074382E-01   0.1555478405306E-04   0.1663039595976E-01
  5193   0.89022857E+04   0.1664330376398E-01   0.1555193044809E-04   0.1662775183353E-01
  5194   0.89040000E+04   0.1664065768884E-01   0.1554907791455E-04   0.1662510861092E-01
  5195   0.89057143E+04   0.1663801251792E-01   0.1554622645182E-04   0.1662246629147E-01
  5196   0.89074286E+04   0.1663536825076E-01   0.1554337605931E-04   0.1661982487470E-01
  5197   0.89091429E+04   0.1663272488687E-01   0.1554052673638E-04   0.1661718436013E-01
  5198   0.89108571E+04   0.1663008242578E-01   0.1553767848245E-04   0.1661454474730E-01
  5199   0.89125714E+04   0.1662744086702E-01   0.1553483129692E-04   0.1661190603572E-01
  5200   0.89142857E+04   0.1662480021011E-01   0.1553198517916E-04   0.1660926822493E-01
  5201   0.89160000E+04   0.1662216045458E-01   0.1552914012858E-04   0.1660663131445E-01
  5202   0.89177143E+04   0.1661952159995E-01   0.1552629614457E-04   0.1660399530381E-01
  5203   0.89194286E+04   0.1661688364576E-01   0.1552345322652E-04   0.1660136019254E-01
  5204   0.89211429E+04   0.1661424659154E-01   0.1552061137384E-04   0.1659872598016E-01
  5205   0.89228571E+04   0.1661161043680E-01   0.1551777058592E-04   0.1659609266622E-01
  5206   0.89245714E+04   0.1660897518108E-01   0.1551493086214E-04   0.1659346025022E-01
  5207   0.89262857E+04   0.1660634082391E-01   0.1551209220193E-04   0.1659082873171E-01
  5208   0.89280000E+04   0.1660370736482E-01   0.1550925460466E-04   0.1658819811021E-01
  5209   0.89297143E+04   0.1660107480333E-01   0.1550641806975E-04   0.1658556838526E-01
  5210   0.89314286E+04   0.1659844305967E-01   0.1550358259657E-04   0.1658293947708E-01
  5211   0.89331429E+04   0.1659581229193E-01   0.1550074818455E-04   0.1658031154375E-01
  5212   0.89348571E+04   0.1659318242039E-01   0.1549791483307E-04   0.1657768450556E-01
  5213   0.89365714E+04   0.1659055344457E-01   0.1549508254153E-04   0.1657505836203E-01
  5214   0.89382857E+04   0.1658792536401E-01   0.1549225130935E-04   0.1657243311270E-01
  5215   0.89400000E+04   0.1658529817824E-01   0.1548942113591E-04   0.1656980875710E-01
  5216   0.89417143E+04   0.1658267188679E-01   0.1548659202061E-04   0.1656718529477E-01
  5217   0.89434286E+04   0.1658004648919E-01   0.1548376396287E-04   0.1656456272523E-01
  5218   0.89451429E+04   0.1657742198498E-01   0.1548093696209E-04   0.1656194104802E-01
  5219   0.89468571E+04   0.1657479837368E-01   0.1547811101765E-04   0.1655932026266E-01
  5220   0.89485714E+04   0.1657217565484E-01   0.1547528612898E-04   0.1655670036871E-01
  5221   0.89502857E+04   0.1656955382798E-01   0.1547246229547E-04   0.1655408136568E-01
  5222   0.89520000E+04   0.1656693289263E-01   0.1546963951652E-04   0.1655146325312E-01
  5223   0.89537143E+04   0.1656431284834E-01   0.1546681779154E-04   0.1654884603055E-01
  5224   0.89554286E+04   0.1656169369464E-01   0.1546399711995E-04   0.1654622969752E-01
  5225   0.89571429E+04   0.1655907543105E-01   0.1546117750112E-04   0.1654361425355E-01
  5226   0.89588571E+04   0.1655645805712E-01   0.1545835893450E-04   0.1654099969819E-01
  5227   0.89605714E+04   0.1655384157238E-01   0.1545554141946E-04   0.1653838603097E-01
  5228   0.89622857E+04   0.1655122597637E-01   0.1545272495542E-04   0.1653577325142E-01
  5229   0.89640000E+04   0.1654861126862E-01   0.1544990954179E-04   0.1653316135908E-01
  5230   0.89657143E+04   0.1654599744867E-01   0.1544709517798E-04   0.1653055035350E-01
  5231   0.89674286E+04   0.1654338451606E-01   0.1544428186339E-04   0.1652794023420E-01
  5232   0.89691429E+04   0.1654077247032E-01   0.1544146959743E-04   0.1652533100072E-01
  5233   0.89708571E+04   0.1653816131099E-01   0.1543865837951E-04   0.1652272265261E-01
  5234   0.89725714E+04   0.1653555103760E-01   0.1543584820904E-04   0.1652011518939E-01
  5235   0.89742857E+04   0.1653294164970E-01   0.1543303908543E-04   0.1651750861062E-01
  5236   0.89760000E+04   0.1653033314683E-01   0.1543023100810E-04   0.1651490291582E-01
  5237   0.89777143E+04   0.1652772552851E-01   0.1542742397644E-04   0.1651229810454E-01
  5238   0.89794286E+04   0.1652511879430E-01   0.1542461798988E-04   0.1650969417631E-01
  5239   0.89811429E+04   0.1652251286465E-01   0.1542181304783E-04   0.1650709105160E-01
  5240   0.89828571E+04   0.1651990789721E-01   0.1541900914968E-04   0.1650448888806E-01
  5241   0.89845714E+04   0.1651730381158E-01   0.1541620540860E-04   0.1650188760617E-01
  5242   0.89862857E+04   0.1651470060911E-01   0.1541340359597E-04   0.1649928720552E-01
  5243   0.89880000E+04   0.1651209828845E-01   0.1541060282550E-04   0.1649668768562E-01
  5244   0.89897143E+04   0.1650949684912E-01   0.1540780309659E-04   0.1649408904603E-01
  5245   0.89914286E+04   0.1650689629068E-01   0.1540500440868E-04   0.1649149128628E-01
  5246   0.89931429E+04   0.1650429661267E-01   0.1540220676115E-04   0.1648889440591E-01
  5247   0.89948571E+04   0.1650169781462E-01   0.1539941015344E-04   0.1648629840446E-01
  5248   0.89965714E+04   0.1649909989607E-01   0.1539661458497E-04   0.1648370328149E-01
  5249   0.89982857E+04   0.1649650285658E-01   0.1539382005513E-04   0.1648110903652E-01
  5250   0.90000000E+04   0.1649390669568E-01   0.1539102656336E-04   0.1647851566912E-01
  5251   0.90017143E+04   0.1649131141292E-01   0.1538823410907E-04   0.1647592317881E-01
  5252   0.90034286E+04   0.1648871700783E-01   0.1538544269167E-04   0.1647333156514E-01
  5253   0.90051429E+04   0.1648612347997E-01   0.1538265231059E-04   0.1647074082766E-01
  5254   0.90068571E+04   0.1648353082887E-01   0.1537986296524E-04   0.1646815096591E-01
  5255   0.90085714E+04   0.1648093905400E-01   0.1537707465504E-04   0.1646556197935E-01
  5256   0.90102857E+04   0.1647834815507E-01   0.1537428737942E-04   0.1646297386769E-01
  5257   0.90120000E+04   0.1647575813155E-01   0.1537150113777E-04   0.1646038663041E-01
  5258   0.90137143E+04   0.1647316898297E-01   0.1536871592954E-04   0.1645780026704E-01
  5259   0.90154286E+04   0.1647058070888E-01   0.1536593175415E-04   0.1645521477713E-01
  5260   0.90171429E+04   0.1646799330883E-01   0.1536314861100E-04   0.1645263016022E-01
  5261   0.90188571E+04   0.1646540678237E-01   0.1536036649953E-04   0.1645004641587E-01
  5262   0.90205714E+04   0.1646282112903E-01   0.1535758541915E-04   0.1644746354361E-01
  5263   0.90222857E+04   0.1646023634838E-01   0.1535480536929E-04   0.1644488154301E-01
  5264   0.90240000E+04   0.1645765243995E-01   0.1535202634936E-04   0.1644230041360E-01
  5265   0.90257143E+04   0.1645506940329E-01   0.1534924835881E-04   0.1643972015493E-01
  5266   0.90274286E+04   0.1645248723795E-01   0.1534647139703E-04   0.1643714076655E-01
  5267   0.90291429E+04   0.1644990595371E-01   0.1534370569858E-04   0.1643456224802E-01
  5268   0.90308571E+04   0.1644732552964E-01   0.1534093077482E-04   0.1643198459887E-01
  5269   0.90325714E+04   0.1644474597554E-01   0.1533815687814E-04   0.1642940781866E-01
  5270   0.90342857E+04   0.1644216729095E-01   0.1533538400797E-04   0.1642683190694E-01
  5271   0.90360000E+04   0.1643958947542E-01   0.1533261216374E-04   0.1642425686326E-01
  5272   0.90377143E+04   0.1643701252851E-01   0.1532984134488E-04   0.1642168268717E-01
  5273   0.90394286E+04   0.1643443644977E-01   0.1532707155082E-04   0.1641910937822E-01
  5274   0.90411429E+04   0.1643186123873E-01   0.1532430278098E-04   0.1641653693595E-01
  5275   0.90428571E+04   0.1642928689497E-01   0.1532153503478E-04   0.1641396535993E-01
  5276   0.90445714E+04   0.1642671341802E-01   0.1531876831166E-04   0.1641139464970E-01
  5277   0.90462857E+04   0.1642414080743E-01   0.1531600261104E-04   0.1640882480482E-01
  5278   0.90480000E+04   0.1642156906277E-01   0.1531323793236E-04   0.1640625582484E-01
  5279   0.90497143E+04   0.1641899818358E-01   0.1531047427503E-04   0.1640368770930E-01
  5280   0.90514286E+04   0.1641642816941E-01   0.1530771163850E-04   0.1640112045777E-01
  5281   0.90531429E+04   0.1641385901981E-01   0.1530495002218E-04   0.1639855406979E-01
  5282   0.90548571E+04   0.1641129069578E-01   0.1530218942552E-04   0.1639598850635E-01
  5283   0.90565714E+04   0.1640872327399E-01   0.1529942984794E-04   0.1639342384415E-01
  5284   0.90582857E+04   0.1640615671545E-01   0.1529667128887E-04   0.1639086004416E-01
  5285   0.90600000E+04   0.1640359101969E-01   0.1529391374774E-04   0.1638829710594E-01
  5286   0.90617143E+04   0.1640102618627E-01   0.1529115722399E-04   0.1638573502905E-01
  5287   0.90634286E+04   0.1639846221475E-01   0.1528840171705E-04   0.1638317381304E-01
  5288   0.90651429E+04   0.1639589910469E-01   0.1528564722635E-04   0.1638061345746E-01
  5289   0.90668571E+04   0.1639333685563E-01   0.1528289375133E-04   0.1637805396188E-01
  5290   0.90685714E+04   0.1639077534118E-01   0.1528014129142E-04   0.1637549519989E-01
  5291   0.90702857E+04   0.1638821481273E-01   0.1527738984605E-04   0.1637293742288E-01
  5292   0.90720000E+04   0.1638565514395E-01   0.1527463941465E-04   0.1637038050453E-01
  5293   0.90737143E+04   0.1638309633440E-01   0.1527188999667E-04   0.1636782444440E-01
  5294   0.90754286E+04   0.1638053838363E-01   0.1526914159154E-04   0.1636526924204E-01
  5295   0.90771429E+04   0.1637798129122E-01   0.1526639419869E-04   0.1636271489702E-01
  5296   0.90788571E+04   0.1637542505670E-01   0.1526364781757E-04   0.1636016140888E-01
  5297   0.90805714E+04   0.1637286967964E-01   0.1526090244759E-04   0.1635760877719E-01
  5298   0.90822857E+04   0.1637031515960E-01   0.1525815808821E-04   0.1635505700151E-01
  5299   0.90840000E+04   0.1636776149613E-01   0.1525541473887E-04   0.1635250608139E-01
  5300   0.90857143E+04   0.1636520868880E-01   0.1525267239899E-04   0.1634995601640E-01
  5301   0.90874286E+04   0.1636265673716E-01   0.1524993106802E-04   0.1634740680609E-01
  5302   0.90891429E+04   0.1636010564076E-01   0.1524719074539E-04   0.1634485845002E-01
  5303   0.90908571E+04   0.1635755539918E-01   0.1524445143056E-04   0.1634231094775E-01
  5304   0.90925714E+04   0.1635500601197E-01   0.1524171312294E-04   0.1633976429885E-01
  5305   0.90942857E+04   0.1635245747869E-01   0.1523897582200E-04   0.1633721850287E-01
  5306   0.90960000E+04   0.1634990979890E-01   0.1523623952716E-04   0.1633467355938E-01
  5307   0.90977143E+04   0.1634736297216E-01   0.1523350423786E-04   0.1633212946793E-01
  5308   0.90994286E+04   0.1634481699804E-01   0.1523076995356E-04   0.1632958622808E-01
  5309   0.91011429E+04   0.1634227187608E-01   0.1522803667368E-04   0.1632704383941E-01
  5310   0.91028571E+04   0.1633972760586E-01   0.1522530439767E-04   0.1632450230146E-01
  5311   0.91045714E+04   0.1633718418694E-01   0.1522257312498E-04   0.1632196161381E-01
  5312   0.91062857E+04   0.1633464161887E-01   0.1521984285505E-04   0.1631942177602E-01
  5313   0.91080000E+04   0.1633209990123E-01   0.1521711358732E-04   0.1631688278764E-01
  5314   0.91097143E+04   0.1632955903356E-01   0.1521438532123E-04   0.1631434464824E-01
  5315   0.91114286E+04   0.1632701901545E-01   0.1521165805623E-04   0.1631180735739E-01
  5316   0.91131429E+04   0.1632447984644E-01   0.1520893179176E-04   0.1630927091465E-01
  5317   0.91148571E+04   0.1632194152611E-01   0.1520620652728E-04   0.1630673531958E-01
  5318   0.91165714E+04   0.1631940405402E-01   0.1520348226221E-04   0.1630420057175E-01
  5319   0.91182857E+04   0.1631686742972E-01   0.1520075899602E-04   0.1630166667073E-01
  5320   0.91200000E+04   0.1631433165279E-01   0.1519803672813E-04   0.1629913361606E-01
  5321   0.91217143E+04   0.1631179672279E-01   0.1519531545801E-04   0.1629660140734E-01
  5322   0.91234286E+04   0.1630926263929E-01   0.1519259518511E-04   0.1629407004411E-01
  5323   0.91251429E+04   0.1630672940185E-01   0.1518987590886E-04   0.1629153952594E-01
  5324   0.91268571E+04   0.1630419701004E-01   0.1518715762871E-04   0.1628900985241E-01
  5325   0.91285714E+04   0.1630166546342E-01   0.1518444034411E-04   0.1628648102307E-01
  5326   0.91302857E+04   0.1629913476156E-01   0.1518172405452E-04   0.1628395303750E-01
  5327   0.91320000E+04   0.1629660490395E-01   0.1517900875938E-04   0.1628142589519E-01
  5328   0.91337143E+04   0.1629407589030E-01   0.1517629445814E-04   0.1627889959585E-01
  5329   0.91354286E+04   0.1629154772012E-01   0.1517358115025E-04   0.1627637413897E-01
  5330   0.91371429E+04   0.1628902039297E-01   0.1517086883516E-04   0.1627384952413E-01
  5331   0.91388571E+04   0.1628649390841E-01   0.1516815751232E-04   0.1627132575089E-01
  5332   0.91405714E+04   0.1628396826601E-01   0.1516544718119E-04   0.1626880281883E-01
  5333   0.91422857E+04   0.1628144346534E-01   0.1516273784121E-04   0.1626628072750E-01
  5334   0.91440000E+04   0.1627891950598E-01   0.1516002949183E-04   0.1626375947649E-01
  5335   0.91457143E+04   0.1627639638748E-01   0.1515732213251E-04   0.1626123906535E-01
  5336   0.91474286E+04   0.1627387410943E-01   0.1515461576271E-04   0.1625871949366E-01
  5337   0.91491429E+04   0.1627135267138E-01   0.1515191038186E-04   0.1625620076100E-01
  5338   0.91508571E+04   0.1626883207291E-01   0.1514920598944E-04   0.1625368286692E-01
  5339   0.91525714E+04   0.1626631231359E-01   0.1514650258489E-04   0.1625116581100E-01
  5340   0.91542857E+04   0.1626379339298E-01   0.1514380016766E-04   0.1624864959282E-01
  5341   0.91560000E+04   0.1626127523234E-01   0.1514109873722E-04   0.1624613413360E-01
  5342   0.91577143E+04   0.1625875798784E-01   0.1513839829301E-04   0.1624361958955E-01
  5343   0.91594286E+04   0.1625624158077E-01   0.1513569883450E-04   0.1624110588194E-01
  5344   0.91611429E+04   0.1625372601071E-01   0.1513300036113E-04   0.1623859301034E-01
  5345   0.91628571E+04   0.1625121127722E-01   0.1513030287236E-04   0.1623608097434E-01
  5346   0.91645714E+04   0.1624869737987E-01   0.1512760636766E-04   0.1623356977351E-01
  5347   0.91662857E+04   0.1624618431825E-01   0.1512491084648E-04   0.1623105940741E-01
  5348   0.91680000E+04   0.1624367209192E-01   0.1512221630827E-04   0.1622854987562E-01
  5349   0.91697143E+04   0.1624116070046E-01   0.1511952275250E-04   0.1622604117771E-01
  5350   0.91714286E+04   0.1623865014344E-01   0.1511683017862E-04   0.1622353331326E-01
  5351   0.91731429E+04   0.1623614042043E-01   0.1511413858609E-04   0.1622102628185E-01
  5352   0.91748571E+04   0.1623363153101E-01   0.1511144797437E-04   0.1621852008304E-01
  5353   0.91765714E+04   0.1623112347476E-01   0.1510875834292E-04   0.1621601471641E-01
  5354   0.91782857E+04   0.1622861625123E-01   0.1510606969120E-04   0.1621351018154E-01
  5355   0.91800000E+04   0.1622610986002E-01   0.1510338201867E-04   0.1621100647800E-01
  5356   0.91817143E+04   0.1622360489896E-01   0.1510069532480E-04   0.1620850420363E-01
  5357   0.91834286E+04   0.1622108491389E-01   0.1509800960903E-04   0.1620598690428E-01
  5358   0.91851429E+04   0.1621858101833E-01   0.1509532487084E-04   0.1620348569346E-01
  5359   0.91868571E+04   0.1621607795337E-01   0.1509264110969E-04   0.1620098531226E-01
  5360   0.91885714E+04   0.1621357571861E-01   0.1508995832503E-04   0.1619848576029E-01
  5361   0.91902857E+04   0.1621104991147E-01   0.1508727651634E-04   0.1619596263495E-01
  5362   0.91920000E+04   0.1620854933809E-01   0.1508459568307E-04   0.1619346474241E-01
  5363   0.91937143E+04   0.1620604959364E-01   0.1508191582468E-04   0.1619096767781E-01
  5364   0.91954286E+04   0.1620355067768E-01   0.1507923694065E-04   0.1618847144074E-01
  5365   0.91971429E+04   0.1620103734415E-01   0.1507655903044E-04   0.1618596078512E-01
  5366   0.91988571E+04   0.1619854008535E-01   0.1507388209351E-04   0.1618346620326E-01
  5367   0.92005714E+04   0.1619604365378E-01   0.1507120612932E-04   0.1618097244765E-01
  5368   0.92022857E+04   0.1619353280763E-01   0.1506853113735E-04   0.1617846427649E-01
  5369   0.92040000E+04   0.1619103803069E-01   0.1506585711705E-04   0.1617597217357E-01
  5370   0.92057143E+04   0.1618854407972E-01   0.1506318406790E-04   0.1617348089565E-01
  5371   0.92074286E+04   0.1618605087620E-01   0.1506051198935E-04   0.1617099036421E-01
  5372   0.92091429E+04   0.1618353419871E-01   0.1505784088089E-04   0.1616847635783E-01
  5373   0.92108571E+04   0.1618104272535E-01   0.1505517074197E-04   0.1616598755461E-01
  5374   0.92125714E+04   0.1617855207628E-01   0.1505250157207E-04   0.1616349957471E-01
  5375   0.92142857E+04   0.1617606225109E-01   0.1504983337065E-04   0.1616101241772E-01
  5376   0.92160000E+04   0.1617355801930E-01   0.1504716613717E-04   0.1615851085316E-01
  5377   0.92177143E+04   0.1617106984201E-01   0.1504449987112E-04   0.1615602534214E-01
  5378   0.92194286E+04   0.1616858248733E-01   0.1504183457196E-04   0.1615354065276E-01
  5379   0.92211429E+04   0.1616608072906E-01   0.1503917023916E-04   0.1615104155882E-01
  5380   0.92228571E+04   0.1616359501978E-01   0.1503650687218E-04   0.1614855851291E-01
  5381   0.92245714E+04   0.1616111013186E-01   0.1503384447050E-04   0.1614607628739E-01
  5382   0.92262857E+04   0.1615862606490E-01   0.1503118303360E-04   0.1614359488186E-01
  5383   0.92280000E+04   0.1615611846622E-01   0.1502852256093E-04   0.1614108994366E-01
  5384   0.92297143E+04   0.1615363604216E-01   0.1502586305198E-04   0.1613861017911E-01
  5385   0.92314286E+04   0.1615115443779E-01   0.1502320450622E-04   0.1613613123329E-01
  5386   0.92331429E+04   0.1614867365270E-01   0.1502054692312E-04   0.1613365310578E-01
  5387   0.92348571E+04   0.1614617847199E-01   0.1501789030214E-04   0.1613116058169E-01
  5388   0.92365714E+04   0.1614369932563E-01   0.1501523464278E-04   0.1612868409098E-01
  5389   0.92382857E+04   0.1614120578563E-01   0.1501257994449E-04   0.1612619320568E-01
  5390   0.92400000E+04   0.1613872827633E-01   0.1500992620675E-04   0.1612371835012E-01
  5391   0.92417143E+04   0.1613625158424E-01   0.1500727342904E-04   0.1612124431081E-01
  5392   0.92434286E+04   0.1613377570893E-01   0.1500462161084E-04   0.1611877108732E-01
  5393   0.92451429E+04   0.1613130065001E-01   0.1500197075161E-04   0.1611629867926E-01
  5394   0.92468571E+04   0.1612880207965E-01   0.1499932085083E-04   0.1611380275880E-01
  5395   0.92485714E+04   0.1612632865449E-01   0.1499667190799E-04   0.1611133198258E-01
  5396   0.92502857E+04   0.1612385604447E-01   0.1499402392254E-04   0.1610886202055E-01
  5397   0.92520000E+04   0.1612138424917E-01   0.1499137689399E-04   0.1610639287227E-01
  5398   0.92537143E+04   0.1611889806919E-01   0.1498873082179E-04   0.1610390933837E-01
  5399   0.92554286E+04   0.1611642790350E-01   0.1498608570543E-04   0.1610144181780E-01
  5400   0.92571429E+04   0.1611394335513E-01   0.1498344154438E-04   0.1609895991359E-01
  5401   0.92588571E+04   0.1611147481741E-01   0.1498079833813E-04   0.1609649401907E-01
  5402   0.92605714E+04   0.1610900709235E-01   0.1497815608615E-04   0.1609402893627E-01
  5403   0.92622857E+04   0.1610654017955E-01   0.1497551478792E-04   0.1609156466476E-01
  5404   0.92640000E+04   0.1610404977371E-01   0.1497287444292E-04   0.1608907689927E-01
  5405   0.92657143E+04   0.1610158448642E-01   0.1497023505063E-04   0.1608661425137E-01
  5406   0.92674286E+04   0.1609912001015E-01   0.1496759661054E-04   0.1608415241354E-01
  5407   0.92691429E+04   0.1609665634449E-01   0.1496495912211E-04   0.1608169138537E-01
  5408   0.92708571E+04   0.1609419348903E-01   0.1496232258484E-04   0.1607923116644E-01
  5409   0.92725714E+04   0.1609171625984E-01   0.1495968699820E-04   0.1607675657284E-01
  5410   0.92742857E+04   0.1608925502495E-01   0.1495705236167E-04   0.1607429797259E-01
  5411   0.92760000E+04   0.1608677941832E-01   0.1495441867475E-04   0.1607182499964E-01
  5412   0.92777143E+04   0.1608431980236E-01   0.1495178593691E-04   0.1606936801643E-01
  5413   0.92794286E+04   0.1608186099457E-01   0.1494915414763E-04   0.1606691184042E-01
  5414   0.92811429E+04   0.1607940299452E-01   0.1494652330639E-04   0.1606445647121E-01
  5415   0.92828571E+04   0.1607692152163E-01   0.1494389341268E-04   0.1606197762822E-01
  5416   0.92845714E+04   0.1607446513809E-01   0.1494126446600E-04   0.1605952387362E-01
  5417   0.92862857E+04   0.1607200956107E-01   0.1493863646580E-04   0.1605707092461E-01
  5418   0.92880000E+04   0.1606955479017E-01   0.1493600941159E-04   0.1605461878076E-01
  5419   0.92897143E+04   0.1606710082498E-01   0.1493338330286E-04   0.1605216744168E-01
  5420   0.92914286E+04   0.1606463249698E-01   0.1493075813907E-04   0.1604970173885E-01
  5421   0.92931429E+04   0.1606218014339E-01   0.1492813391972E-04   0.1604725200947E-01
  5422   0.92948571E+04   0.1605971342898E-01   0.1492551064430E-04   0.1604478791834E-01
  5423   0.92965714E+04   0.1605726268536E-01   0.1492288831229E-04   0.1604233979705E-01
  5424   0.92982857E+04   0.1605481262103E-01   0.1492026692318E-04   0.1603989235410E-01
  5425   0.93000000E+04   0.1605236348429E-01   0.1491764647646E-04   0.1603744583781E-01
  5426   0.93017143E+04   0.1604989089487E-01   0.1491502697162E-04   0.1603497586790E-01
  5427   0.93034286E+04   0.1604744336570E-01   0.1491240840813E-04   0.1603253095729E-01
  5428   0.93051429E+04   0.1604499663858E-01   0.1490979078550E-04   0.1603008684780E-01
  5429   0.93068571E+04   0.1604255071313E-01   0.1490717410321E-04   0.1602764353903E-01
  5430   0.93085714E+04   0.1604009043480E-01   0.1490455836075E-04   0.1602518587644E-01
  5431   0.93102857E+04   0.1603764611284E-01   0.1490194355761E-04   0.1602274416928E-01
  5432   0.93120000E+04   0.1603520259133E-01   0.1489932969328E-04   0.1602030326164E-01
  5433   0.93137143E+04   0.1603274471992E-01   0.1489671676725E-04   0.1601784800315E-01
  5434   0.93154286E+04   0.1603030279949E-01   0.1489410477900E-04   0.1601540869471E-01
