#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  3550   0.60857143E+04   0.2270808535307E-01   0.2233938896571E-04   0.2268574596411E-01
  3551   0.60874286E+04   0.2270292559534E-01   0.2233340203781E-04   0.2268059219330E-01
  3552   0.60891429E+04   0.2269776835354E-01   0.2232741839474E-04   0.2267544093514E-01
  3553   0.60908571E+04   0.2269261362582E-01   0.2232143803374E-04   0.2267029218778E-01
  3554   0.60925714E+04   0.2268746141029E-01   0.2231546095212E-04   0.2266514594934E-01
  3555   0.60942857E+04   0.2268231170511E-01   0.2230948714714E-04   0.2266000221796E-01
  3556   0.60960000E+04   0.2267716450840E-01   0.2230351661609E-04   0.2265486099178E-01
  3557   0.60977143E+04   0.2267201981829E-01   0.2229754935626E-04   0.2264972226894E-01
  3558   0.60994286E+04   0.2266687761641E-01   0.2229158536494E-04   0.2264458603105E-01
  3559   0.61011429E+04   0.2266173794642E-01   0.2228563706586E-04   0.2263945230936E-01
  3560   0.61028571E+04   0.2265660076500E-01   0.2227967957140E-04   0.2263432108543E-01
  3561   0.61045714E+04   0.2265146598684E-01   0.2227372533740E-04   0.2262919226150E-01
  3562   0.61062857E+04   0.2264633380183E-01   0.2226777436118E-04   0.2262406602747E-01
  3563   0.61080000E+04   0.2264120411230E-01   0.2226182664005E-04   0.2261894228566E-01
  3564   0.61097143E+04   0.2263607691638E-01   0.2225588217131E-04   0.2261382103421E-01
  3565   0.61114286E+04   0.2263095221224E-01   0.2224994095227E-04   0.2260870227129E-01
  3566   0.61131429E+04   0.2262582999803E-01   0.2224400298025E-04   0.2260358599505E-01
  3567   0.61148571E+04   0.2262071027190E-01   0.2223806825257E-04   0.2259847220365E-01
  3568   0.61165714E+04   0.2261559303201E-01   0.2223213676653E-04   0.2259336089524E-01
  3569   0.61182857E+04   0.2261047827652E-01   0.2222620851947E-04   0.2258825206800E-01
  3570   0.61200000E+04   0.2260536600359E-01   0.2222028350871E-04   0.2258314572008E-01
  3571   0.61217143E+04   0.2260025621139E-01   0.2221436173158E-04   0.2257804184966E-01
  3572   0.61234286E+04   0.2259514889807E-01   0.2220844318541E-04   0.2257294045488E-01
  3573   0.61251429E+04   0.2259004406180E-01   0.2220252786754E-04   0.2256784153393E-01
  3574   0.61268571E+04   0.2258494170076E-01   0.2219661577530E-04   0.2256274508498E-01
  3575   0.61285714E+04   0.2257984181310E-01   0.2219070690603E-04   0.2255765110620E-01
  3576   0.61302857E+04   0.2257474439701E-01   0.2218480125708E-04   0.2255255959576E-01
  3577   0.61320000E+04   0.2256964945066E-01   0.2217889882579E-04   0.2254747055184E-01
  3578   0.61337143E+04   0.2256455687647E-01   0.2217299960951E-04   0.2254238387686E-01
  3579   0.61354286E+04   0.2255946686403E-01   0.2216710360560E-04   0.2253729976043E-01
  3580   0.61371429E+04   0.2255437931586E-01   0.2216121081141E-04   0.2253221810505E-01
  3581   0.61388571E+04   0.2254929423015E-01   0.2215532122429E-04   0.2252713890892E-01
  3582   0.61405714E+04   0.2254421160506E-01   0.2214943484161E-04   0.2252206217022E-01
  3583   0.61422857E+04   0.2253913143879E-01   0.2214355166073E-04   0.2251698788713E-01
  3584   0.61440000E+04   0.2253405372952E-01   0.2213767167902E-04   0.2251191605784E-01
  3585   0.61457143E+04   0.2252897847545E-01   0.2213179489386E-04   0.2250684668055E-01
  3586   0.61474286E+04   0.2252390567475E-01   0.2212592130259E-04   0.2250177975345E-01
  3587   0.61491429E+04   0.2251883532562E-01   0.2212005090262E-04   0.2249671527472E-01
  3588   0.61508571E+04   0.2251376742627E-01   0.2211418369130E-04   0.2249165324257E-01
  3589   0.61525714E+04   0.2250870197487E-01   0.2210831966603E-04   0.2248659365520E-01
  3590   0.61542857E+04   0.2250363896962E-01   0.2210245882419E-04   0.2248153651080E-01
  3591   0.61560000E+04   0.2249857836196E-01   0.2209660116316E-04   0.2247648176079E-01
  3592   0.61577143E+04   0.2249352024362E-01   0.2209074668034E-04   0.2247142949694E-01
  3593   0.61594286E+04   0.2248846456605E-01   0.2208489537312E-04   0.2246637967068E-01
  3594   0.61611429E+04   0.2248341132744E-01   0.2207904723889E-04   0.2246133228020E-01
  3595   0.61628571E+04   0.2247836052599E-01   0.2207320227505E-04   0.2245628732371E-01
  3596   0.61645714E+04   0.2247331215992E-01   0.2206736047900E-04   0.2245124479944E-01
  3597   0.61662857E+04   0.2246826622743E-01   0.2206152184815E-04   0.2244620470558E-01
  3598   0.61680000E+04   0.2246322272673E-01   0.2205568637990E-04   0.2244116704035E-01
  3599   0.61697143E+04   0.2245818165604E-01   0.2204985407167E-04   0.2243613180197E-01
  3600   0.61714286E+04   0.2245314301358E-01   0.2204402492086E-04   0.2243109898865E-01
  3601   0.61731429E+04   0.2244810679754E-01   0.2203819892489E-04   0.2242606859862E-01
  3602   0.61748571E+04   0.2244307300617E-01   0.2203237608118E-04   0.2242104063009E-01
  3603   0.61765714E+04   0.2243804163767E-01   0.2202655638715E-04   0.2241601508128E-01
  3604   0.61782857E+04   0.2243301269026E-01   0.2202073984023E-04   0.2241099195042E-01
  3605   0.61800000E+04   0.2242798616217E-01   0.2201492643784E-04   0.2240597123574E-01
  3606   0.61817143E+04   0.2242296189909E-01   0.2200911617740E-04   0.2240095278292E-01
  3607   0.61834286E+04   0.2241794020418E-01   0.2200330905636E-04   0.2239593689512E-01
  3608   0.61851429E+04   0.2241292092326E-01   0.2199750507215E-04   0.2239092341819E-01
  3609   0.61868571E+04   0.2240790405457E-01   0.2199170422220E-04   0.2238591235035E-01
  3610   0.61885714E+04   0.2240288959634E-01   0.2198590650396E-04   0.2238090368984E-01
  3611   0.61902857E+04   0.2239787754680E-01   0.2198011191487E-04   0.2237589743489E-01
  3612   0.61920000E+04   0.2239286790420E-01   0.2197432045238E-04   0.2237089358374E-01
  3613   0.61937143E+04   0.2238786066675E-01   0.2196853211392E-04   0.2236589213464E-01
  3614   0.61954286E+04   0.2238285583271E-01   0.2196274689697E-04   0.2236089308581E-01
  3615   0.61971429E+04   0.2237785338632E-01   0.2195696479897E-04   0.2235589642152E-01
  3616   0.61988571E+04   0.2237285335385E-01   0.2195118581738E-04   0.2235090216803E-01
  3617   0.62005714E+04   0.2236785571951E-01   0.2194540994966E-04   0.2234591030956E-01
  3618   0.62022857E+04   0.2236286048154E-01   0.2193963719327E-04   0.2234092084435E-01
  3619   0.62040000E+04   0.2235786763820E-01   0.2193386754568E-04   0.2233593377065E-01
  3620   0.62057143E+04   0.2235287718772E-01   0.2192810100436E-04   0.2233094908672E-01
  3621   0.62074286E+04   0.2234788912837E-01   0.2192233756677E-04   0.2232596679080E-01
  3622   0.62091429E+04   0.2234290345839E-01   0.2191657723040E-04   0.2232098688116E-01
  3623   0.62108571E+04   0.2233792017604E-01   0.2191081999271E-04   0.2231600935605E-01
  3624   0.62125714E+04   0.2233293927957E-01   0.2190506585120E-04   0.2231103421372E-01
  3625   0.62142857E+04   0.2232796076724E-01   0.2189931480334E-04   0.2230606145244E-01
  3626   0.62160000E+04   0.2232298463732E-01   0.2189356684661E-04   0.2230109107047E-01
  3627   0.62177143E+04   0.2231801088805E-01   0.2188782197850E-04   0.2229612306607E-01
  3628   0.62194286E+04   0.2231303951770E-01   0.2188208019652E-04   0.2229115743750E-01
  3629   0.62211429E+04   0.2230807052454E-01   0.2187634149813E-04   0.2228619418304E-01
  3630   0.62228571E+04   0.2230310390683E-01   0.2187060588086E-04   0.2228123330095E-01
  3631   0.62245714E+04   0.2229813966285E-01   0.2186487334218E-04   0.2227627478951E-01
  3632   0.62262857E+04   0.2229317779085E-01   0.2185914387961E-04   0.2227131864697E-01
  3633   0.62280000E+04   0.2228821828911E-01   0.2185341749065E-04   0.2226636487162E-01
  3634   0.62297143E+04   0.2228326115590E-01   0.2184769417280E-04   0.2226141346173E-01
  3635   0.62314286E+04   0.2227830629453E-01   0.2184197392358E-04   0.2225646432061E-01
  3636   0.62331429E+04   0.2227335389313E-01   0.2183625674049E-04   0.2225151763639E-01
  3637   0.62348571E+04   0.2226840385508E-01   0.2183054262104E-04   0.2224657331246E-01
  3638   0.62365714E+04   0.2226345617867E-01   0.2182483156278E-04   0.2224163134711E-01
  3639   0.62382857E+04   0.2225851086219E-01   0.2181912356320E-04   0.2223669173862E-01
  3640   0.62400000E+04   0.2225356790390E-01   0.2181341861983E-04   0.2223175448528E-01
  3641   0.62417143E+04   0.2224862730210E-01   0.2180771673021E-04   0.2222681958537E-01
  3642   0.62434286E+04   0.2224368905508E-01   0.2180201789185E-04   0.2222188703719E-01
  3643   0.62451429E+04   0.2223875316111E-01   0.2179632210228E-04   0.2221695683901E-01
  3644   0.62468571E+04   0.2223381961849E-01   0.2179062935905E-04   0.2221202898914E-01
  3645   0.62485714E+04   0.2222888842552E-01   0.2178493965969E-04   0.2220710348586E-01
  3646   0.62502857E+04   0.2222395958047E-01   0.2177925300173E-04   0.2220218032747E-01
  3647   0.62520000E+04   0.2221903308165E-01   0.2177356938272E-04   0.2219725951227E-01
  3648   0.62537143E+04   0.2221410892736E-01   0.2176788880021E-04   0.2219234103856E-01
  3649   0.62554286E+04   0.2220918712816E-01   0.2176222353161E-04   0.2218742490463E-01
  3650   0.62571429E+04   0.2220426765777E-01   0.2175654898384E-04   0.2218251110878E-01
  3651   0.62588571E+04   0.2219935052680E-01   0.2175087746528E-04   0.2217759964933E-01
  3652   0.62605714E+04   0.2219443563879E-01   0.2174520897350E-04   0.2217269042982E-01
  3653   0.62622857E+04   0.2218952318148E-01   0.2173954350605E-04   0.2216778363797E-01
  3654   0.62640000E+04   0.2218461305850E-01   0.2173388106049E-04   0.2216287917744E-01
  3655   0.62657143E+04   0.2217970526816E-01   0.2172822163438E-04   0.2215797704652E-01
  3656   0.62674286E+04   0.2217479980877E-01   0.2172256522530E-04   0.2215307724354E-01
  3657   0.62691429E+04   0.2216989667863E-01   0.2171691183080E-04   0.2214817976680E-01
  3658   0.62708571E+04   0.2216499587606E-01   0.2171126144846E-04   0.2214328461462E-01
  3659   0.62725714E+04   0.2216009739938E-01   0.2170561407584E-04   0.2213839178531E-01
  3660   0.62742857E+04   0.2215520124690E-01   0.2169996971053E-04   0.2213350127719E-01
  3661   0.62760000E+04   0.2215030741693E-01   0.2169432835012E-04   0.2212861308858E-01
  3662   0.62777143E+04   0.2214541590780E-01   0.2168868999217E-04   0.2212372721781E-01
  3663   0.62794286E+04   0.2214052671782E-01   0.2168305463426E-04   0.2211884366319E-01
  3664   0.62811429E+04   0.2213563984533E-01   0.2167742227400E-04   0.2211396242305E-01
  3665   0.62828571E+04   0.2213075528863E-01   0.2167179290896E-04   0.2210908349572E-01
  3666   0.62845714E+04   0.2212587304605E-01   0.2166616653673E-04   0.2210420687952E-01
  3667   0.62862857E+04   0.2212099311593E-01   0.2166054315493E-04   0.2209933257278E-01
  3668   0.62880000E+04   0.2211611549659E-01   0.2165492276112E-04   0.2209446057383E-01
  3669   0.62897143E+04   0.2211124018636E-01   0.2164930535293E-04   0.2208959088101E-01
  3670   0.62914286E+04   0.2210636718357E-01   0.2164369092794E-04   0.2208472349265E-01
  3671   0.62931429E+04   0.2210149648656E-01   0.2163807948377E-04   0.2207985840708E-01
  3672   0.62948571E+04   0.2209662809366E-01   0.2163247101801E-04   0.2207499562264E-01
  3673   0.62965714E+04   0.2209176200321E-01   0.2162686552829E-04   0.2207013513768E-01
  3674   0.62982857E+04   0.2208689821353E-01   0.2162126301221E-04   0.2206527695052E-01
  3675   0.63000000E+04   0.2208203672299E-01   0.2161566346739E-04   0.2206042105952E-01
  3676   0.63017143E+04   0.2207717752991E-01   0.2161006689144E-04   0.2205556746302E-01
  3677   0.63034286E+04   0.2207232063263E-01   0.2160447328198E-04   0.2205071615935E-01
  3678   0.63051429E+04   0.2206746602951E-01   0.2159888263665E-04   0.2204586714688E-01
  3679   0.63068571E+04   0.2206261371889E-01   0.2159329495304E-04   0.2204102042394E-01
  3680   0.63085714E+04   0.2205776369911E-01   0.2158771022881E-04   0.2203617598888E-01
  3681   0.63102857E+04   0.2205291581758E-01   0.2158212846159E-04   0.2203133368911E-01
  3682   0.63120000E+04   0.2204807037440E-01   0.2157654964899E-04   0.2202649382475E-01
  3683   0.63137143E+04   0.2204322721713E-01   0.2157097378866E-04   0.2202165624334E-01
  3684   0.63154286E+04   0.2203838634410E-01   0.2156540087824E-04   0.2201682094322E-01
  3685   0.63171429E+04   0.2203354775368E-01   0.2155983091535E-04   0.2201198792277E-01
  3686   0.63188571E+04   0.2202871144423E-01   0.2155426389766E-04   0.2200715718033E-01
  3687   0.63205714E+04   0.2202387741410E-01   0.2154869982279E-04   0.2200232871428E-01
  3688   0.63222857E+04   0.2201904566165E-01   0.2154313868842E-04   0.2199750252297E-01
  3689   0.63240000E+04   0.2201421618525E-01   0.2153758049216E-04   0.2199267860476E-01
  3690   0.63257143E+04   0.2200938898326E-01   0.2153202523170E-04   0.2198785695802E-01
  3691   0.63274286E+04   0.2200456402519E-01   0.2152647290467E-04   0.2198303755229E-01
  3692   0.63291429E+04   0.2199974136711E-01   0.2152092350873E-04   0.2197822044360E-01
  3693   0.63308571E+04   0.2199492097854E-01   0.2151537704156E-04   0.2197340560150E-01
  3694   0.63325714E+04   0.2199010285784E-01   0.2150983350080E-04   0.2196859302434E-01
  3695   0.63342857E+04   0.2198528700339E-01   0.2150429288413E-04   0.2196378271050E-01
  3696   0.63360000E+04   0.2198047341356E-01   0.2149875518921E-04   0.2195897465837E-01
  3697   0.63377143E+04   0.2197566208672E-01   0.2149322041372E-04   0.2195416886631E-01
  3698   0.63394286E+04   0.2197085302125E-01   0.2148768855532E-04   0.2194936533270E-01
  3699   0.63411429E+04   0.2196604621554E-01   0.2148215961169E-04   0.2194456405593E-01
  3700   0.63428571E+04   0.2196124166795E-01   0.2147663358052E-04   0.2193976503437E-01
  3701   0.63445714E+04   0.2195643937686E-01   0.2147111045946E-04   0.2193496826640E-01
  3702   0.63462857E+04   0.2195163934067E-01   0.2146559024622E-04   0.2193017375042E-01
  3703   0.63480000E+04   0.2194684155775E-01   0.2146007293848E-04   0.2192538148481E-01
  3704   0.63497143E+04   0.2194204602648E-01   0.2145455853393E-04   0.2192059146795E-01
  3705   0.63514286E+04   0.2193725274527E-01   0.2144904703025E-04   0.2191580369824E-01
  3706   0.63531429E+04   0.2193246171248E-01   0.2144353842513E-04   0.2191101817405E-01
  3707   0.63548571E+04   0.2192767292651E-01   0.2143803271628E-04   0.2190623489380E-01
  3708   0.63565714E+04   0.2192288638576E-01   0.2143252990139E-04   0.2190145385586E-01
  3709   0.63582857E+04   0.2191810208862E-01   0.2142702997816E-04   0.2189667505864E-01
  3710   0.63600000E+04   0.2191332003348E-01   0.2142153294428E-04   0.2189189850053E-01
  3711   0.63617143E+04   0.2190854012474E-01   0.2141603879748E-04   0.2188712408594E-01
  3712   0.63634286E+04   0.2190376254870E-01   0.2141054753545E-04   0.2188235200116E-01
  3713   0.63651429E+04   0.2189898719306E-01   0.2140505915591E-04   0.2187758213391E-01
  3714   0.63668571E+04   0.2189421408986E-01   0.2139957365656E-04   0.2187281451620E-01
  3715   0.63685714E+04   0.2188944322065E-01   0.2139409103512E-04   0.2186804912962E-01
  3716   0.63702857E+04   0.2188467458384E-01   0.2138861128930E-04   0.2186328597255E-01
  3717   0.63720000E+04   0.2187990817783E-01   0.2138313441685E-04   0.2185852504342E-01
  3718   0.63737143E+04   0.2187514400103E-01   0.2137766041545E-04   0.2185376634062E-01
  3719   0.63754286E+04   0.2187038205185E-01   0.2137218928285E-04   0.2184900986257E-01
  3720   0.63771429E+04   0.2186562232870E-01   0.2136672101677E-04   0.2184425560769E-01
  3721   0.63788571E+04   0.2186086482999E-01   0.2136125561493E-04   0.2183950357437E-01
  3722   0.63805714E+04   0.2185610955412E-01   0.2135579307508E-04   0.2183475376105E-01
  3723   0.63822857E+04   0.2185135649953E-01   0.2135033339494E-04   0.2183000616613E-01
  3724   0.63840000E+04   0.2184660566461E-01   0.2134487657225E-04   0.2182526078804E-01
  3725   0.63857143E+04   0.2184185704779E-01   0.2133942260475E-04   0.2182051762518E-01
  3726   0.63874286E+04   0.2183711064748E-01   0.2133397149018E-04   0.2181577667599E-01
  3727   0.63891429E+04   0.2183236646212E-01   0.2132852322629E-04   0.2181103793889E-01
  3728   0.63908571E+04   0.2182762439637E-01   0.2132307781082E-04   0.2180630131856E-01
  3729   0.63925714E+04   0.2182288463606E-01   0.2131763524150E-04   0.2180156700082E-01
  3730   0.63942857E+04   0.2181814708595E-01   0.2131219551612E-04   0.2179683489044E-01
  3731   0.63960000E+04   0.2181341174448E-01   0.2130675863240E-04   0.2179210498585E-01
  3732   0.63977143E+04   0.2180867861006E-01   0.2130132458811E-04   0.2178737728547E-01
  3733   0.63994286E+04   0.2180394768113E-01   0.2129589338101E-04   0.2178265178775E-01
  3734   0.64011429E+04   0.2179921895612E-01   0.2129046500884E-04   0.2177792849111E-01
  3735   0.64028571E+04   0.2179449243346E-01   0.2128503946939E-04   0.2177320739399E-01
  3736   0.64045714E+04   0.2178976811159E-01   0.2127961676041E-04   0.2176848849483E-01
  3737   0.64062857E+04   0.2178504598893E-01   0.2127419687967E-04   0.2176377179205E-01
  3738   0.64080000E+04   0.2178032606393E-01   0.2126877982494E-04   0.2175905728411E-01
  3739   0.64097143E+04   0.2177560833502E-01   0.2126336559399E-04   0.2175434496943E-01
  3740   0.64114286E+04   0.2177089280065E-01   0.2125795418460E-04   0.2174963484647E-01
  3741   0.64131429E+04   0.2176617945925E-01   0.2125254559453E-04   0.2174492691366E-01
  3742   0.64148571E+04   0.2176146830927E-01   0.2124713982158E-04   0.2174022116945E-01
  3743   0.64165714E+04   0.2175675934915E-01   0.2124173686353E-04   0.2173551761228E-01
  3744   0.64182857E+04   0.2175205257733E-01   0.2123633671814E-04   0.2173081624061E-01
  3745   0.64200000E+04   0.2174734799227E-01   0.2123093938323E-04   0.2172611705288E-01
  3746   0.64217143E+04   0.2174264559240E-01   0.2122554485656E-04   0.2172142004755E-01
  3747   0.64234286E+04   0.2173794537619E-01   0.2122015313592E-04   0.2171672522305E-01
  3748   0.64251429E+04   0.2173324734208E-01   0.2121476421913E-04   0.2171203257786E-01
  3749   0.64268571E+04   0.2172855148852E-01   0.2120937810397E-04   0.2170734211042E-01
  3750   0.64285714E+04   0.2172385781398E-01   0.2120399478824E-04   0.2170265381919E-01
  3751   0.64302857E+04   0.2171916628828E-01   0.2119861426972E-04   0.2169796767401E-01
  3752   0.64320000E+04   0.2171447696712E-01   0.2119323654625E-04   0.2169328373058E-01
  3753   0.64337143E+04   0.2170978982034E-01   0.2118786161560E-04   0.2168860195873E-01
  3754   0.64354286E+04   0.2170510484640E-01   0.2118248947560E-04   0.2168392235692E-01
  3755   0.64371429E+04   0.2170042204376E-01   0.2117712012404E-04   0.2167924492363E-01
